Player,Age,Pos,Min_24,90s_24,Gls_24,Ast_24,G+A_24,xG_24,npxG_24,xAG_24,PrgC_24,PrgP_24,PrgR_24,Min_25,90s_25,Gls_25,Ast_25,G+A_25,PrgC_25,PrgP_25,PrgR_25,xG_25,xAG_25,Age_current,GA_per90_24,xG_per90_24,xAG_per90_24,GA_per90_25,xG_per90_25,xAG_per90_25,GA_consistency,GA_volatility,xG_consistency,xG_volatility,xAG_consistency,xAG_volatility,GA_trend,xG_trend,xAG_trend,Pos_encoded,Pos_24
Arvid Brorsson,25.0,DF,362.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Asher Agbinone,18.0,MF,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ashley Young,39.0,DF,1875.0,20.8,1.0,3.0,4.0,0.3,0.3,2.3,24.0,90.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.1923076923076923,0.014423076923076922,0.11057692307692306,0.0,0.0,0.0,0.09615384615384615,0.1923076923076923,0.007211538461538461,0.014423076923076922,0.05528846153846153,0.11057692307692306,-0.1923076923076923,-0.014423076923076922,-0.11057692307692306,0,DF
Asier Osambela,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Asier Villalibre,26.0,FW,333.0,3.7,1.0,1.0,2.0,1.6,0.8,1.0,4.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.5405405405405405,0.43243243243243246,0.27027027027027023,0.0,0.0,0.0,0.27027027027027023,0.5405405405405405,0.21621621621621623,0.43243243243243246,0.13513513513513511,0.27027027027027023,-0.5405405405405405,-0.43243243243243246,-0.27027027027027023,1,FW
Assan Ouedraogo,18.0,MF,50.0,0.6,0.0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,2.0,10.0,0.1,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,20.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.16666666666666669,0.0,0.0,0.0,-0.16666666666666669,0.0,3,MF
Assane Diao,18.0,FW,1252.0,13.9,8.0,1.0,9.0,4.0,4.0,0.4,50.0,36.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.6474820143884892,0.28776978417266186,0.02877697841726619,0.0,0.0,0.0,0.3237410071942446,0.6474820143884892,0.14388489208633093,0.28776978417266186,0.014388489208633094,0.02877697841726619,-0.6474820143884892,-0.28776978417266186,-0.02877697841726619,1,FW
Assane Dioussé,26.0,MF,663.0,7.4,0.0,0.0,0.0,0.1,0.1,0.2,1.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.013513513513513514,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.0,-0.013513513513513514,-0.02702702702702703,3,MF
Aster Vranckx,21.0,MF,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,6.0,131.0,1.5,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Atakan Karazor,27.0,MF,2618.0,29.1,2.0,4.0,6.0,2.3,2.0,2.6,19.0,140.0,33.0,232.0,2.6,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,29.0,0.20618556701030927,0.07903780068728522,0.08934707903780069,0.0,0.0,0.0,0.10309278350515463,0.20618556701030927,0.03951890034364261,0.07903780068728522,0.044673539518900345,0.08934707903780069,-0.20618556701030927,-0.07903780068728522,-0.08934707903780069,3,MF
Augustine Boakye,23.0,FW,733.0,8.1,3.0,0.0,3.0,1.8,1.8,0.9,25.0,35.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.3703703703703704,0.22222222222222224,0.11111111111111112,0.0,0.0,0.0,0.1851851851851852,0.3703703703703704,0.11111111111111112,0.22222222222222224,0.05555555555555556,0.11111111111111112,-0.3703703703703704,-0.22222222222222224,-0.11111111111111112,1,FW
Augusto Batalla,28.0,GK,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Aurele Amenda,21.0,DF,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.2727272727272727,0.0,0.0,-0.2727272727272727,0,DF
Aurélien Tchouaméni,24.0,DF,2689.0,29.9,0.0,0.0,0.0,1.7,1.7,0.6,19.0,154.0,13.0,360.0,4.0,0.0,0.0,0.0,5.0,20.0,2.0,0.0,0.0,26.0,0.0,0.0568561872909699,0.020066889632107024,0.0,0.0,0.0,0.0,0.0,0.02842809364548495,0.0568561872909699,0.010033444816053512,0.020066889632107024,0.0,-0.0568561872909699,-0.020066889632107024,0,DF
Aurélio Buta,27.0,DF,1970.0,21.9,0.0,1.0,1.0,0.3,0.3,0.8,28.0,83.0,64.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.04566210045662101,0.013698630136986302,0.03652968036529681,0.0,0.0,0.0,0.022831050228310504,0.04566210045662101,0.006849315068493151,0.013698630136986302,0.018264840182648404,0.03652968036529681,-0.04566210045662101,-0.013698630136986302,-0.03652968036529681,0,DF
Axel Camblan,20.0,MF,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Axel Disasi,26.0,DF,490.0,5.4,0.0,0.0,0.0,0.1,0.1,0.4,10.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.018518518518518517,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.0,-0.018518518518518517,-0.07407407407407407,0,DF
Axel Gueguin,19.0,FW,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Axel Tapé,16.0,DF,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,80.0,0.9,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Axel Tuanzebe,26.0,DF,1710.0,19.0,0.0,1.0,1.0,0.2,0.2,0.3,10.0,61.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.05263157894736842,0.010526315789473684,0.015789473684210527,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.005263157894736842,0.010526315789473684,0.007894736842105263,0.015789473684210527,-0.05263157894736842,-0.010526315789473684,-0.015789473684210527,0,DF
Axel Witsel,35.0,DF,852.0,9.5,0.0,1.0,1.0,0.0,0.0,0.5,2.0,21.0,1.0,167.0,1.9,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,37.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.02631578947368421,0.05263157894736842,-0.10526315789473684,0.0,-0.05263157894736842,0,DF
Ayanda Sishuba,19.0,FW,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Ayden Heaven,17.0,DF,170.0,1.9,0.0,0.0,0.0,0.1,0.1,0.0,1.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.052631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.026315789473684213,0.052631578947368425,0.0,0.0,0.0,-0.052631578947368425,0.0,0,DF
Ayman Aiki,19.0,FW,127.0,1.4,0.0,0.0,0.0,0.1,0.1,0.0,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.07142857142857144,0.0,0.0,0.0,-0.07142857142857144,0.0,1,FW
Ayman Azhil,23.0,MF,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Aymen Barkok,26.0,MF,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.1,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,-0.125,3,MF
Ayoze Pérez,31.0,FW,1970.0,21.9,19.0,2.0,21.0,12.7,12.7,3.0,59.0,73.0,124.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.9589041095890412,0.5799086757990868,0.13698630136986303,0.0,0.0,0.0,0.4794520547945206,0.9589041095890412,0.2899543378995434,0.5799086757990868,0.06849315068493152,0.13698630136986303,-0.9589041095890412,-0.5799086757990868,-0.13698630136986303,1,FW
Ayumu Seko,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,3.2,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ayyoub Bouaddi,16.0,MF,1151.0,12.8,0.0,1.0,1.0,0.1,0.1,1.0,11.0,37.0,26.0,263.0,2.9,0.0,0.0,0.0,7.0,3.0,11.0,0.0,0.0,18.0,0.078125,0.0078125,0.078125,0.0,0.0,0.0,0.0390625,0.078125,0.00390625,0.0078125,0.0390625,0.078125,-0.078125,-0.0078125,-0.078125,3,MF
Azor Matusiwa,26.0,MF,2078.0,23.1,1.0,3.0,4.0,1.2,1.2,1.8,19.0,134.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.17316017316017315,0.051948051948051945,0.07792207792207792,0.0,0.0,0.0,0.08658008658008658,0.17316017316017315,0.025974025974025972,0.051948051948051945,0.03896103896103896,0.07792207792207792,-0.17316017316017315,-0.051948051948051945,-0.07792207792207792,3,MF
Azzedine Ounahi,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.9,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Aïssa Mandi,32.0,DF,1733.0,19.3,0.0,0.0,0.0,0.3,0.3,0.4,12.0,82.0,21.0,96.0,1.1,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,34.0,0.0,0.015544041450777202,0.02072538860103627,0.0,0.0,0.0,0.0,0.0,0.007772020725388601,0.015544041450777202,0.010362694300518135,0.02072538860103627,0.0,-0.015544041450777202,-0.02072538860103627,0,DF
Badredine Bouanani,19.0,MF,1099.0,12.2,3.0,3.0,6.0,2.7,1.9,2.4,47.0,44.0,93.0,93.0,1.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,0.0,21.0,0.49180327868852464,0.2213114754098361,0.19672131147540983,0.0,0.0,0.0,0.24590163934426232,0.49180327868852464,0.11065573770491804,0.2213114754098361,0.09836065573770492,0.19672131147540983,-0.49180327868852464,-0.2213114754098361,-0.19672131147540983,3,MF
Bafodé Diakité,23.0,DF,2766.0,30.7,4.0,1.0,5.0,2.3,2.3,0.2,15.0,90.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,25.0,0.16286644951140067,0.07491856677524429,0.006514657980456026,0.0,0.0,0.0,0.08143322475570033,0.16286644951140067,0.037459283387622146,0.07491856677524429,0.003257328990228013,0.006514657980456026,-0.16286644951140067,-0.07491856677524429,-0.006514657980456026,0,DF
Bahereba Guirassy,17.0,FW,348.0,3.9,2.0,0.0,2.0,0.7,0.7,0.1,15.0,6.0,34.0,184.0,2.0,0.0,1.0,1.0,4.0,3.0,10.0,0.0,0.8,19.0,0.5128205128205129,0.1794871794871795,0.025641025641025644,0.5,0.0,0.4,0.5064102564102564,0.012820512820512886,0.08974358974358974,0.1794871794871795,0.21282051282051284,0.37435897435897436,-0.012820512820512886,-0.1794871794871795,0.37435897435897436,1,FW
Balthazar Pierret,24.0,MF,1723.0,19.1,0.0,0.0,0.0,0.2,0.2,0.4,13.0,82.0,13.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.010471204188481676,0.020942408376963352,0.0,0.0,0.0,0.0,0.0,0.005235602094240838,0.010471204188481676,0.010471204188481676,0.020942408376963352,0.0,-0.010471204188481676,-0.020942408376963352,3,MF
Bamba Dieng,24.0,FW,532.0,5.9,3.0,0.0,3.0,3.1,2.3,0.0,6.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.5084745762711864,0.5254237288135593,0.0,0.0,0.0,0.0,0.2542372881355932,0.5084745762711864,0.2627118644067796,0.5254237288135593,0.0,0.0,-0.5084745762711864,-0.5254237288135593,0.0,1,FW
Bamo Meïté,22.0,DF,424.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Baptiste Santamaria,29.0,MF,927.0,10.3,0.0,0.0,0.0,0.9,0.9,1.0,10.0,45.0,11.0,204.0,2.3,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,31.0,0.0,0.08737864077669903,0.0970873786407767,0.0,0.0,0.0,0.0,0.0,0.043689320388349516,0.08737864077669903,0.04854368932038835,0.0970873786407767,0.0,-0.08737864077669903,-0.0970873786407767,3,MF
Bart Verbruggen,21.0,GK,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,0.027777777777777776,0.0,0.0,0.0,0.0,-0.027777777777777776,0.0,0.0,2,GK
Batista Mendy,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Bazoumana Touré,18.0,FW,609.0,6.8,0.0,3.0,3.0,1.4,1.4,1.9,24.0,14.0,56.0,257.0,2.9,0.0,1.0,1.0,19.0,7.0,34.0,0.0,0.8,20.0,0.4411764705882353,0.20588235294117646,0.27941176470588236,0.3448275862068966,0.0,0.27586206896551724,0.39300202839756593,0.0963488843813387,0.10294117647058823,0.20588235294117646,0.2776369168356998,0.003549695740365122,-0.0963488843813387,-0.20588235294117646,-0.003549695740365122,1,FW
Becir Omeragic,22.0,DF,1799.0,20.0,0.0,0.0,0.0,0.3,0.3,0.1,21.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.0075,0.015,0.0025,0.005,0.0,-0.015,-0.005,0,DF
Ben Alexander Voll,23.0,GK,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,-0.1,2,GK
Ben Bobzien,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ben Brereton,25.0,FW,449.0,5.0,0.0,0.0,0.0,0.9,0.9,0.1,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.18,0.01,0.02,0.0,-0.18,-0.02,1,FW
Ben Chilwell,27.0,DF,259.0,2.9,1.0,0.0,1.0,0.2,0.2,0.8,5.0,8.0,15.0,45.0,0.5,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,29.0,0.3448275862068966,0.06896551724137931,0.27586206896551724,0.0,0.0,0.0,0.1724137931034483,0.3448275862068966,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.27586206896551724,-0.3448275862068966,-0.06896551724137931,-0.27586206896551724,0,DF
Ben Davies,31.0,DF,1331.0,14.8,0.0,0.0,0.0,0.3,0.3,0.2,14.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.020270270270270268,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.010135135135135134,0.020270270270270268,0.006756756756756757,0.013513513513513514,0.0,-0.020270270270270268,-0.013513513513513514,0,DF
Ben Godfrey,26.0,DF,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Ben Johnson,24.0,DF,1354.0,15.0,1.0,2.0,3.0,1.1,1.1,1.3,16.0,27.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.2,0.07333333333333333,0.08666666666666667,0.0,0.0,0.0,0.1,0.2,0.03666666666666667,0.07333333333333333,0.043333333333333335,0.08666666666666667,-0.2,-0.07333333333333333,-0.08666666666666667,0,DF
Ben Lhassine Kone,24.0,MF,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ben Mee,34.0,DF,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Ben Old,21.0,FW,528.0,5.9,0.0,0.0,0.0,1.0,1.0,0.8,16.0,14.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.1694915254237288,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.0847457627118644,0.1694915254237288,0.06779661016949153,0.13559322033898305,0.0,-0.1694915254237288,-0.13559322033898305,1,FW
Ben Viadere,18.0,MF,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ben White,26.0,DF,1198.0,13.3,0.0,2.0,2.0,0.5,0.5,1.4,23.0,59.0,42.0,70.0,0.8,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,28.0,0.15037593984962405,0.03759398496240601,0.10526315789473684,0.0,0.0,0.0,0.07518796992481203,0.15037593984962405,0.018796992481203006,0.03759398496240601,0.05263157894736842,0.10526315789473684,-0.15037593984962405,-0.03759398496240601,-0.10526315789473684,0,DF
Ben Winterburn,19.0,MF,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Bence Dárdai,18.0,MF,1304.0,14.5,1.0,1.0,2.0,1.0,1.0,1.0,5.0,39.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.06896551724137931,-0.13793103448275862,-0.06896551724137931,-0.06896551724137931,3,MF
Benedict Hollerbach,23.0,FW,2540.0,28.2,9.0,1.0,10.0,7.0,7.0,1.6,103.0,68.0,214.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.3546099290780142,0.24822695035460993,0.056737588652482275,0.0,0.0,0.0,0.1773049645390071,0.3546099290780142,0.12411347517730496,0.24822695035460993,0.028368794326241138,0.056737588652482275,-0.3546099290780142,-0.24822695035460993,-0.056737588652482275,1,FW
Benedikt Gimber,27.0,DF,2671.0,29.7,0.0,0.0,0.0,0.7,0.7,0.3,7.0,46.0,8.0,225.0,2.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,29.0,0.0,0.02356902356902357,0.0101010101010101,0.0,0.0,0.0,0.0,0.0,0.011784511784511785,0.02356902356902357,0.00505050505050505,0.0101010101010101,0.0,-0.02356902356902357,-0.0101010101010101,0,DF
Benedikt Pichler,27.0,FW,785.0,8.7,1.0,2.0,3.0,2.3,2.3,1.1,18.0,19.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.3448275862068966,0.26436781609195403,0.12643678160919541,0.0,0.0,0.0,0.1724137931034483,0.3448275862068966,0.13218390804597702,0.26436781609195403,0.06321839080459771,0.12643678160919541,-0.3448275862068966,-0.26436781609195403,-0.12643678160919541,1,FW
Benito Ramírez,29.0,DF,478.0,5.3,0.0,0.0,0.0,0.3,0.3,0.9,14.0,16.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.05660377358490566,0.169811320754717,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,0.05660377358490566,0.0849056603773585,0.169811320754717,0.0,-0.05660377358490566,-0.169811320754717,0,DF
Benjamin André,33.0,MF,2692.0,29.9,0.0,3.0,3.0,1.4,1.4,1.9,29.0,209.0,72.0,360.0,4.0,0.0,1.0,1.0,4.0,24.0,14.0,0.0,0.8,35.0,0.10033444816053512,0.046822742474916385,0.06354515050167224,0.25,0.0,0.2,0.17516722408026755,0.1496655518394649,0.023411371237458192,0.046822742474916385,0.13177257525083613,0.13645484949832776,0.1496655518394649,-0.046822742474916385,0.13645484949832776,3,MF
Benjamin Bouchouari,22.0,MF,1772.0,19.7,1.0,0.0,1.0,0.6,0.6,0.9,48.0,133.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.050761421319796954,0.030456852791878174,0.045685279187817264,0.0,0.0,0.0,0.025380710659898477,0.050761421319796954,0.015228426395939087,0.030456852791878174,0.022842639593908632,0.045685279187817264,-0.050761421319796954,-0.030456852791878174,-0.045685279187817264,3,MF
Benjamin Bourigeaud,30.0,MF,80.0,0.9,1.0,0.0,1.0,0.2,0.2,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.1111111111111112,0.22222222222222224,0.0,0.0,0.0,0.0,0.5555555555555556,1.1111111111111112,0.11111111111111112,0.22222222222222224,0.0,0.0,-1.1111111111111112,-0.22222222222222224,0.0,3,MF
Benjamin Henrichs,27.0,DF,935.0,10.4,0.0,2.0,2.0,0.5,0.4,1.4,9.0,29.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.1923076923076923,0.04807692307692307,0.1346153846153846,0.0,0.0,0.0,0.09615384615384615,0.1923076923076923,0.024038461538461536,0.04807692307692307,0.0673076923076923,0.1346153846153846,-0.1923076923076923,-0.04807692307692307,-0.1346153846153846,0,DF
Benjamin Lecomte,33.0,GK,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.0033333333333333335,0.0,0.0,-0.0033333333333333335,2,GK
Benjamin Pavard,28.0,DF,1584.0,17.6,0.0,1.0,1.0,0.5,0.5,0.8,13.0,92.0,26.0,90.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,30.0,0.056818181818181816,0.028409090909090908,0.045454545454545456,0.0,0.0,0.0,0.028409090909090908,0.056818181818181816,0.014204545454545454,0.028409090909090908,0.022727272727272728,0.045454545454545456,-0.056818181818181816,-0.028409090909090908,-0.045454545454545456,0,DF
Benjamin Siegrist,32.0,GK,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
