Player,Age,Pos,Min_24,90s_24,Gls_24,Ast_24,G+A_24,xG_24,npxG_24,xAG_24,PrgC_24,PrgP_24,PrgR_24,Min_25,90s_25,Gls_25,Ast_25,G+A_25,PrgC_25,PrgP_25,PrgR_25,xG_25,xAG_25,Age_current,GA_per90_24,xG_per90_24,xAG_per90_24,GA_per90_25,xG_per90_25,xAG_per90_25,GA_consistency,GA_volatility,xG_consistency,xG_volatility,xAG_consistency,xAG_volatility,GA_trend,xG_trend,xAG_trend,Pos_encoded,Pos_24
Marten de Roon,33.0,MF,3058.0,34.0,4.0,4.0,8.0,0.9,0.9,2.3,37.0,242.0,32.0,255.0,2.8,0.0,0.0,0.0,3.0,19.0,6.0,0.0,0.0,35.0,0.23529411764705882,0.026470588235294117,0.06764705882352941,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.013235294117647059,0.026470588235294117,0.033823529411764704,0.06764705882352941,-0.23529411764705882,-0.026470588235294117,-0.06764705882352941,3,MF
Martial Godo,21.0,FW,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,2.0,3.0,6.0,9.0,0.1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.33333333333333337,0.0,0.0,-0.33333333333333337,1,FW
Martijn Kaars,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.7,0.0,0.0,0.0,5.0,3.0,9.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Martim Neto,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,1.7,0.0,2.0,2.0,6.0,6.0,5.0,0.0,1.6,26.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.9411764705882354,0.5882352941176471,1.1764705882352942,0.0,0.0,0.4705882352941177,0.9411764705882354,1.1764705882352942,0.0,0.9411764705882354,3,MF
Martin Adeline,20.0,MF,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Martin Baturina,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Martin Dúbravka,35.0,GK,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Martin Erlic,26.0,DF,334.0,3.7,0.0,0.0,0.0,0.2,0.2,0.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0,-0.05405405405405406,0.0,0,DF
Martin Frese,26.0,DF,549.0,6.1,0.0,0.0,0.0,0.1,0.1,0.2,7.0,19.0,12.0,135.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.0,0.0,0.01639344262295082,0.03278688524590164,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.0,-0.01639344262295082,-0.03278688524590164,0,DF
Martin Satriano,23.0,FW,88.0,1.0,0.0,0.0,0.0,0.4,0.4,0.1,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.05,0.1,0.0,-0.4,-0.1,1,FW
Martin Terrier,27.0,MF,584.0,6.5,2.0,1.0,3.0,2.4,2.4,0.9,11.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.46153846153846156,0.3692307692307692,0.13846153846153847,0.0,0.0,0.0,0.23076923076923078,0.46153846153846156,0.1846153846153846,0.3692307692307692,0.06923076923076923,0.13846153846153847,-0.46153846153846156,-0.3692307692307692,-0.13846153846153847,3,MF
Martin Valjent,28.0,DF,2763.0,30.7,3.0,0.0,3.0,0.8,0.8,0.1,23.0,91.0,17.0,270.0,3.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0.0,30.0,0.09771986970684039,0.026058631921824105,0.003257328990228013,0.0,0.0,0.0,0.048859934853420196,0.09771986970684039,0.013029315960912053,0.026058631921824105,0.0016286644951140066,0.003257328990228013,-0.09771986970684039,-0.026058631921824105,-0.003257328990228013,0,DF
Martin Vitík,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Martin Ødegaard,25.0,MF,2325.0,25.8,3.0,8.0,11.0,4.8,4.0,5.4,92.0,258.0,154.0,165.0,1.8,0.0,0.0,0.0,8.0,15.0,4.0,0.0,0.0,27.0,0.4263565891472868,0.18604651162790697,0.20930232558139536,0.0,0.0,0.0,0.2131782945736434,0.4263565891472868,0.09302325581395349,0.18604651162790697,0.10465116279069768,0.20930232558139536,-0.4263565891472868,-0.18604651162790697,-0.20930232558139536,3,MF
Martín Payero,25.0,MF,1381.0,15.3,1.0,1.0,2.0,1.2,1.2,1.3,33.0,51.0,44.0,52.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.0,0.13071895424836602,0.0784313725490196,0.08496732026143791,0.0,0.0,0.0,0.06535947712418301,0.13071895424836602,0.0392156862745098,0.0784313725490196,0.042483660130718956,0.08496732026143791,-0.13071895424836602,-0.0784313725490196,-0.08496732026143791,3,MF
Martín Tejón,20.0,MF,49.0,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,-0.2,0.0,3,MF
Martín Zubimendi,25.0,MF,2962.0,32.9,2.0,1.0,3.0,2.6,2.6,1.1,38.0,195.0,43.0,360.0,4.0,2.0,0.0,2.0,3.0,15.0,4.0,1.7,0.0,27.0,0.0911854103343465,0.07902735562310031,0.033434650455927056,0.5,0.425,0.0,0.29559270516717323,0.4088145896656535,0.25201367781155015,0.3459726443768997,0.016717325227963528,0.033434650455927056,0.4088145896656535,0.3459726443768997,-0.033434650455927056,3,MF
Marvin,24.0,DF,1038.0,11.5,0.0,0.0,0.0,0.2,0.2,1.1,29.0,30.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.017391304347826087,0.09565217391304348,0.0,0.0,0.0,0.0,0.0,0.008695652173913044,0.017391304347826087,0.04782608695652174,0.09565217391304348,0.0,-0.017391304347826087,-0.09565217391304348,0,DF
Marvin Ducksch,30.0,FW,2418.0,26.9,8.0,8.0,16.0,10.1,8.5,8.5,26.0,86.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.5947955390334573,0.3754646840148699,0.3159851301115242,0.0,0.0,0.0,0.29739776951672864,0.5947955390334573,0.18773234200743494,0.3754646840148699,0.1579925650557621,0.3159851301115242,-0.5947955390334573,-0.3754646840148699,-0.3159851301115242,1,FW
Marvin Friedrich,28.0,DF,989.0,11.0,0.0,1.0,1.0,0.4,0.4,0.6,11.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.09090909090909091,0.03636363636363637,0.05454545454545454,0.0,0.0,0.0,0.045454545454545456,0.09090909090909091,0.018181818181818184,0.03636363636363637,0.02727272727272727,0.05454545454545454,-0.09090909090909091,-0.03636363636363637,-0.05454545454545454,0,DF
Marvin Pieringer,24.0,FW,2206.0,24.5,7.0,4.0,11.0,8.9,6.6,4.0,23.0,59.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.4489795918367347,0.363265306122449,0.16326530612244897,0.0,0.0,0.0,0.22448979591836735,0.4489795918367347,0.1816326530612245,0.363265306122449,0.08163265306122448,0.16326530612244897,-0.4489795918367347,-0.363265306122449,-0.16326530612244897,1,FW
Marvin Schulz,29.0,MF,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.7,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10294117647058823,0.20588235294117646,0.0,0.0,-0.20588235294117646,3,MF
Marvin Schwäbe,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Marvin Senaya,23.0,DF,227.0,2.5,0.0,0.0,0.0,0.0,0.0,0.1,1.0,5.0,2.0,342.0,3.8,0.0,0.0,0.0,5.0,6.0,11.0,0.0,0.0,25.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.0,-0.04,0,DF
Marwann Nzuzi,20.0,DF,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.1,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.07142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.07142857142857144,0.0,0.0,-0.07142857142857144,0,DF
Mason Greenwood,22.0,FW,2804.0,31.2,21.0,5.0,26.0,16.3,9.1,5.7,126.0,157.0,295.0,315.0,3.5,2.0,3.0,5.0,11.0,30.0,34.0,1.7,2.4000000000000004,24.0,0.8333333333333334,0.5224358974358975,0.1826923076923077,1.4285714285714286,0.4857142857142857,0.6857142857142858,1.130952380952381,0.5952380952380952,0.5040750915750916,0.03672161172161176,0.43420329670329677,0.5030219780219781,0.5952380952380952,-0.03672161172161176,0.5030219780219781,1,FW
Mason Holgate,27.0,FW,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Mason Mount,25.0,MF,622.0,6.9,1.0,0.0,1.0,3.2,3.2,0.6,15.0,33.0,41.0,177.0,2.0,0.0,0.0,0.0,3.0,12.0,7.0,0.0,0.0,27.0,0.14492753623188406,0.463768115942029,0.08695652173913043,0.0,0.0,0.0,0.07246376811594203,0.14492753623188406,0.2318840579710145,0.463768115942029,0.043478260869565216,0.08695652173913043,-0.14492753623188406,-0.463768115942029,-0.08695652173913043,3,MF
Massadio Haïdara,31.0,DF,1678.0,18.6,0.0,0.0,0.0,0.3,0.3,0.5,44.0,77.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.016129032258064516,0.026881720430107524,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.016129032258064516,0.013440860215053762,0.026881720430107524,0.0,-0.016129032258064516,-0.026881720430107524,0,DF
Massimo Luongo,31.0,MF,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Matej Kovar,24.0,GK,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Mateo Flores,20.0,MF,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mateo Joseph,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2.2,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mateo Kovačić,30.0,MF,2198.0,24.4,6.0,2.0,8.0,1.9,1.9,3.6,56.0,164.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.3278688524590164,0.0778688524590164,0.1475409836065574,0.0,0.0,0.0,0.1639344262295082,0.3278688524590164,0.0389344262295082,0.0778688524590164,0.0737704918032787,0.1475409836065574,-0.3278688524590164,-0.0778688524590164,-0.1475409836065574,3,MF
Mateo Mejía,21.0,FW,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Mateo Pellegrino,23.0,FW,737.0,8.2,3.0,1.0,4.0,3.3,3.3,0.7,6.0,15.0,37.0,270.0,3.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,25.0,0.48780487804878053,0.4024390243902439,0.08536585365853659,0.0,0.0,0.0,0.24390243902439027,0.48780487804878053,0.20121951219512196,0.4024390243902439,0.042682926829268296,0.08536585365853659,-0.48780487804878053,-0.4024390243902439,-0.08536585365853659,1,FW
Mateo Retegui,25.0,FW,2383.0,26.5,25.0,8.0,33.0,18.9,14.9,4.9,21.0,46.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.2452830188679245,0.7132075471698113,0.1849056603773585,0.0,0.0,0.0,0.6226415094339622,1.2452830188679245,0.35660377358490564,0.7132075471698113,0.09245283018867925,0.1849056603773585,-1.2452830188679245,-0.7132075471698113,-0.1849056603773585,1,FW
Mateu Morey,24.0,DF,741.0,8.2,0.0,0.0,0.0,0.4,0.4,0.3,17.0,17.0,32.0,212.0,2.4,1.0,0.0,1.0,2.0,9.0,10.0,0.85,0.0,26.0,0.0,0.04878048780487806,0.03658536585365854,0.4166666666666667,0.3541666666666667,0.0,0.20833333333333334,0.4166666666666667,0.20147357723577236,0.30538617886178865,0.01829268292682927,0.03658536585365854,0.4166666666666667,0.30538617886178865,-0.03658536585365854,0,DF
Mateus Fernandes,20.0,MF,2909.0,32.3,2.0,4.0,6.0,4.0,4.0,3.0,76.0,145.0,108.0,141.0,1.6,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,22.0,0.18575851393188855,0.12383900928792571,0.09287925696594428,0.0,0.0,0.0,0.09287925696594428,0.18575851393188855,0.061919504643962855,0.12383900928792571,0.04643962848297214,0.09287925696594428,-0.18575851393188855,-0.12383900928792571,-0.09287925696594428,3,MF
Mateus Lusuardi,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.2,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mateus Mane,,MF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mateusz Kowalski,19.0,MF,56.0,0.6,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.6666666666666667,0.0,0.0,0.0,-0.6666666666666667,0.0,3,MF
Mateusz Wieteska,27.0,DF,184.0,2.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.1,0.0,-0.1,-0.1,0,DF
Matheus Cunha,25.0,MF,2597.0,28.9,15.0,6.0,21.0,8.6,8.6,7.7,112.0,144.0,161.0,210.0,2.3,0.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,27.0,0.726643598615917,0.2975778546712803,0.2664359861591696,0.0,0.0,0.0,0.3633217993079585,0.726643598615917,0.14878892733564014,0.2975778546712803,0.1332179930795848,0.2664359861591696,-0.726643598615917,-0.2975778546712803,-0.2664359861591696,3,MF
Matheus França,20.0,MF,55.0,0.6,1.0,0.0,1.0,0.3,0.3,0.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.6666666666666667,0.5,0.0,0.0,0.0,0.0,0.8333333333333334,1.6666666666666667,0.25,0.5,0.0,0.0,-1.6666666666666667,-0.5,0.0,3,MF
Matheus Nunes,25.0,DF,1674.0,18.6,1.0,6.0,7.0,1.2,1.2,4.4,63.0,79.0,175.0,109.0,1.2,0.0,0.0,0.0,3.0,6.0,4.0,0.0,0.0,27.0,0.3763440860215054,0.06451612903225806,0.23655913978494625,0.0,0.0,0.0,0.1881720430107527,0.3763440860215054,0.03225806451612903,0.06451612903225806,0.11827956989247312,0.23655913978494625,-0.3763440860215054,-0.06451612903225806,-0.23655913978494625,0,DF
Mathew Ryan,32.0,GK,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Mathias Honsak,27.0,FW,1181.0,13.1,5.0,1.0,6.0,3.3,3.3,1.6,37.0,29.0,58.0,165.0,1.8,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,29.0,0.4580152671755725,0.25190839694656486,0.12213740458015268,0.0,0.0,0.0,0.22900763358778625,0.4580152671755725,0.12595419847328243,0.25190839694656486,0.06106870229007634,0.12213740458015268,-0.4580152671755725,-0.25190839694656486,-0.12213740458015268,1,FW
Mathias Jensen,28.0,MF,862.0,9.6,0.0,2.0,2.0,0.2,0.2,1.7,6.0,61.0,27.0,152.0,1.7,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,30.0,0.20833333333333334,0.020833333333333336,0.17708333333333334,0.0,0.0,0.0,0.10416666666666667,0.20833333333333334,0.010416666666666668,0.020833333333333336,0.08854166666666667,0.17708333333333334,-0.20833333333333334,-0.020833333333333336,-0.17708333333333334,3,MF
Mathias Løvik,20.0,DF,92.0,1.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,1.0,6.0,238.0,2.6,0.0,0.0,0.0,4.0,5.0,11.0,0.0,0.0,22.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.05,0.1,0.0,-0.1,-0.1,0,DF
Mathias Pereira Lage,27.0,FW,1571.0,17.5,2.0,7.0,9.0,3.3,3.3,3.5,32.0,41.0,100.0,258.0,2.9,0.0,1.0,1.0,4.0,5.0,17.0,0.0,0.8,29.0,0.5142857142857142,0.18857142857142856,0.2,0.3448275862068966,0.0,0.27586206896551724,0.4295566502463054,0.16945812807881766,0.09428571428571428,0.18857142857142856,0.23793103448275862,0.07586206896551723,-0.16945812807881766,-0.18857142857142856,0.07586206896551723,1,FW
Mathieu Cafaro,27.0,MF,732.0,8.1,1.0,0.0,1.0,1.5,1.5,1.3,19.0,16.0,51.0,20.0,0.2,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,29.0,0.1234567901234568,0.1851851851851852,0.16049382716049385,0.0,0.0,0.0,0.0617283950617284,0.1234567901234568,0.0925925925925926,0.1851851851851852,0.08024691358024692,0.16049382716049385,-0.1234567901234568,-0.1851851851851852,-0.16049382716049385,3,MF
Mathieu Gorgelin,33.0,GK,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Mathis Amougou,18.0,MF,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,1.3,0.0,0.0,0.0,4.0,7.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mathis Lambourde,18.0,FW,89.0,1.0,1.0,0.0,1.0,0.2,0.2,0.1,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.2,0.1,0.0,0.0,0.0,0.5,1.0,0.1,0.2,0.05,0.1,-1.0,-0.2,-0.1,1,FW
Mathis Saka,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mathys Tel,19.0,FW,911.0,10.1,2.0,1.0,3.0,3.0,2.2,2.6,28.0,21.0,72.0,99.0,1.1,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,21.0,0.297029702970297,0.297029702970297,0.25742574257425743,0.0,0.0,0.0,0.1485148514851485,0.297029702970297,0.1485148514851485,0.297029702970297,0.12871287128712872,0.25742574257425743,-0.297029702970297,-0.297029702970297,-0.25742574257425743,1,FW
Mathéo Bodmer,20.0,MF,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Mathías Olivera,26.0,DF,2370.0,26.3,0.0,2.0,2.0,1.1,1.1,1.7,46.0,126.0,62.0,120.0,1.3,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,28.0,0.07604562737642585,0.041825095057034224,0.06463878326996197,0.0,0.0,0.0,0.03802281368821293,0.07604562737642585,0.020912547528517112,0.041825095057034224,0.03231939163498099,0.06463878326996197,-0.07604562737642585,-0.041825095057034224,-0.06463878326996197,0,DF
Matias Fernandez-Pardo,19.0,FW,1065.0,11.8,4.0,2.0,6.0,2.9,2.9,2.8,46.0,26.0,85.0,240.0,2.7,2.0,1.0,3.0,8.0,8.0,24.0,1.7,0.8,21.0,0.5084745762711864,0.24576271186440676,0.23728813559322032,1.111111111111111,0.6296296296296295,0.2962962962962963,0.8097928436911487,0.6026365348399245,0.43769617074701817,0.38386691776522275,0.2667922159447583,0.05900816070307596,0.6026365348399245,0.38386691776522275,0.05900816070307596,1,FW
Matias Moreno,20.0,DF,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,71.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Matija Nastasić,31.0,DF,2110.0,23.4,1.0,0.0,1.0,0.1,0.1,0.1,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.042735042735042736,0.004273504273504274,0.004273504273504274,0.0,0.0,0.0,0.021367521367521368,0.042735042735042736,0.002136752136752137,0.004273504273504274,0.002136752136752137,0.004273504273504274,-0.042735042735042736,-0.004273504273504274,-0.004273504273504274,0,DF
Mats Hummels,35.0,DF,915.0,10.2,0.0,0.0,0.0,0.5,0.5,0.1,4.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.04901960784313726,0.009803921568627453,0.0,0.0,0.0,0.0,0.0,0.02450980392156863,0.04901960784313726,0.004901960784313726,0.009803921568627453,0.0,-0.04901960784313726,-0.009803921568627453,0,DF
Mats Pannewig,19.0,MF,267.0,3.0,0.0,0.0,0.0,0.8,0.8,0.1,3.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.26666666666666666,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.016666666666666666,0.03333333333333333,0.0,-0.26666666666666666,-0.03333333333333333,3,MF
Mats Wieffer,24.0,DF,1015.0,11.3,1.0,3.0,4.0,0.8,0.8,1.6,18.0,62.0,23.0,174.0,1.9,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,26.0,0.35398230088495575,0.07079646017699115,0.1415929203539823,0.0,0.0,0.0,0.17699115044247787,0.35398230088495575,0.035398230088495575,0.07079646017699115,0.07079646017699115,0.1415929203539823,-0.35398230088495575,-0.07079646017699115,-0.1415929203539823,0,DF
Matt Doherty,32.0,DF,2109.0,23.4,2.0,1.0,3.0,1.0,1.0,1.5,29.0,79.0,41.0,180.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,34.0,0.12820512820512822,0.042735042735042736,0.06410256410256411,0.0,0.0,0.0,0.06410256410256411,0.12820512820512822,0.021367521367521368,0.042735042735042736,0.032051282051282055,0.06410256410256411,-0.12820512820512822,-0.042735042735042736,-0.06410256410256411,0,DF
Matt O'Riley,23.0,MF,938.0,10.4,2.0,2.0,4.0,2.8,2.0,2.4,22.0,38.0,52.0,177.0,2.0,1.0,0.0,1.0,0.0,5.0,11.0,0.85,0.0,25.0,0.3846153846153846,0.2692307692307692,0.23076923076923075,0.5,0.425,0.0,0.4423076923076923,0.11538461538461542,0.3471153846153846,0.15576923076923077,0.11538461538461538,0.23076923076923075,0.11538461538461542,0.15576923076923077,-0.23076923076923075,3,MF
Matt Targett,28.0,DF,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
